"causeid","cause.of.death","icd10","orig.coding"
20,"All other and unspecified infectious and parasitic diseases","A484","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A485","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A486","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A487","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A488","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A489","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A490","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A491","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A492","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A493","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A494","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A495","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A496","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A497","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A498","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A499","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A510","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A511","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A512","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A513","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A514","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A515","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A516","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A517","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A518","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A519","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A520","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A521","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A522","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A523","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A524","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A525","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A526","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A527","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A528","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A529","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A530","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A531","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A532","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A533","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A534","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A535","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A536","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A537","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A538","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A539","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A550","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A551","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A552","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A553","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A554","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A555","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A556","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A557","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A558","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A559","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A560","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A561","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A562","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A563","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A564","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A565","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A566","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A567","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A568","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A569","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A570","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A571","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A572","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A573","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A574","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A575","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A576","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A577","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A578","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A579","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A580","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A581","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A582","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A583","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A584","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A585","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A586","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A587","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A588","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A589","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A590","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A591","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A592","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A593","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A594","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A595","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A596","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A597","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A598","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A599","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A600","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A601","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A602","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A603","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A604","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A605","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A606","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A607","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A608","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A609","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A610","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A611","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A612","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A613","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A614","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A615","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A616","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A617","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A618","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A619","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A620","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A621","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A622","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A623","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A624","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A625","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A626","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A627","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A628","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A629","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A630","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A631","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A632","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A633","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A634","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A635","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A636","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A637","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A638","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
20,"All other and unspecified infectious and parasitic diseases","A639","A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99"
