"causeid","cause.of.death","icd10","uploaded"
95,"All other diseases (Residual)","E38",2022-02-02
95,"All other diseases (Residual)","E39",2022-02-02
95,"All other diseases (Residual)","E65",2022-02-02
95,"All other diseases (Residual)","E66",2022-02-02
95,"All other diseases (Residual)","E67",2022-02-02
95,"All other diseases (Residual)","E68",2022-02-02
95,"All other diseases (Residual)","E69",2022-02-02
95,"All other diseases (Residual)","E70",2022-02-02
95,"All other diseases (Residual)","E71",2022-02-02
95,"All other diseases (Residual)","E72",2022-02-02
95,"All other diseases (Residual)","E73",2022-02-02
95,"All other diseases (Residual)","E74",2022-02-02
95,"All other diseases (Residual)","E75",2022-02-02
95,"All other diseases (Residual)","E76",2022-02-02
95,"All other diseases (Residual)","E77",2022-02-02
95,"All other diseases (Residual)","E78",2022-02-02
95,"All other diseases (Residual)","E79",2022-02-02
95,"All other diseases (Residual)","E80",2022-02-02
95,"All other diseases (Residual)","E81",2022-02-02
95,"All other diseases (Residual)","E82",2022-02-02
95,"All other diseases (Residual)","E83",2022-02-02
95,"All other diseases (Residual)","E84",2022-02-02
95,"All other diseases (Residual)","E85",2022-02-02
95,"All other diseases (Residual)","E86",2022-02-02
95,"All other diseases (Residual)","E87",2022-02-02
95,"All other diseases (Residual)","E88",2022-02-02
95,"All other diseases (Residual)","E89",2022-02-02
95,"All other diseases (Residual)","E90",2022-02-02
95,"All other diseases (Residual)","E91",2022-02-02
95,"All other diseases (Residual)","E92",2022-02-02
95,"All other diseases (Residual)","E93",2022-02-02
95,"All other diseases (Residual)","E94",2022-02-02
95,"All other diseases (Residual)","E95",2022-02-02
95,"All other diseases (Residual)","E96",2022-02-02
95,"All other diseases (Residual)","E97",2022-02-02
95,"All other diseases (Residual)","E98",2022-02-02
95,"All other diseases (Residual)","E99",2022-02-02
95,"All other diseases (Residual)","F00",2022-02-02
95,"All other diseases (Residual)","F01",2022-02-02
95,"All other diseases (Residual)","F02",2022-02-02
95,"All other diseases (Residual)","F03",2022-02-02
95,"All other diseases (Residual)","F04",2022-02-02
95,"All other diseases (Residual)","F05",2022-02-02
95,"All other diseases (Residual)","F06",2022-02-02
95,"All other diseases (Residual)","F07",2022-02-02
95,"All other diseases (Residual)","F08",2022-02-02
95,"All other diseases (Residual)","F09",2022-02-02
95,"All other diseases (Residual)","F10",2022-02-02
95,"All other diseases (Residual)","F11",2022-02-02
95,"All other diseases (Residual)","F12",2022-02-02
95,"All other diseases (Residual)","F13",2022-02-02
95,"All other diseases (Residual)","F14",2022-02-02
95,"All other diseases (Residual)","F15",2022-02-02
95,"All other diseases (Residual)","F16",2022-02-02
95,"All other diseases (Residual)","F17",2022-02-02
95,"All other diseases (Residual)","F18",2022-02-02
95,"All other diseases (Residual)","F19",2022-02-02
95,"All other diseases (Residual)","F20",2022-02-02
95,"All other diseases (Residual)","F21",2022-02-02
95,"All other diseases (Residual)","F22",2022-02-02
95,"All other diseases (Residual)","F23",2022-02-02
95,"All other diseases (Residual)","F24",2022-02-02
95,"All other diseases (Residual)","F25",2022-02-02
95,"All other diseases (Residual)","F26",2022-02-02
95,"All other diseases (Residual)","F27",2022-02-02
95,"All other diseases (Residual)","F28",2022-02-02
95,"All other diseases (Residual)","F29",2022-02-02
95,"All other diseases (Residual)","F30",2022-02-02
95,"All other diseases (Residual)","F31",2022-02-02
95,"All other diseases (Residual)","F32",2022-02-02
95,"All other diseases (Residual)","F33",2022-02-02
95,"All other diseases (Residual)","F34",2022-02-02
95,"All other diseases (Residual)","F35",2022-02-02
95,"All other diseases (Residual)","F36",2022-02-02
95,"All other diseases (Residual)","F37",2022-02-02
95,"All other diseases (Residual)","F38",2022-02-02
95,"All other diseases (Residual)","F39",2022-02-02
95,"All other diseases (Residual)","F40",2022-02-02
95,"All other diseases (Residual)","F41",2022-02-02
95,"All other diseases (Residual)","F42",2022-02-02
95,"All other diseases (Residual)","F43",2022-02-02
95,"All other diseases (Residual)","F44",2022-02-02
95,"All other diseases (Residual)","F45",2022-02-02
95,"All other diseases (Residual)","F46",2022-02-02
95,"All other diseases (Residual)","F47",2022-02-02
95,"All other diseases (Residual)","F48",2022-02-02
95,"All other diseases (Residual)","F49",2022-02-02
95,"All other diseases (Residual)","F50",2022-02-02
95,"All other diseases (Residual)","F51",2022-02-02
95,"All other diseases (Residual)","F52",2022-02-02
95,"All other diseases (Residual)","F53",2022-02-02
95,"All other diseases (Residual)","F54",2022-02-02
95,"All other diseases (Residual)","F55",2022-02-02
95,"All other diseases (Residual)","F56",2022-02-02
95,"All other diseases (Residual)","F57",2022-02-02
95,"All other diseases (Residual)","F58",2022-02-02
95,"All other diseases (Residual)","F59",2022-02-02
95,"All other diseases (Residual)","F60",2022-02-02
95,"All other diseases (Residual)","F61",2022-02-02
95,"All other diseases (Residual)","F62",2022-02-02
95,"All other diseases (Residual)","F63",2022-02-02
95,"All other diseases (Residual)","F64",2022-02-02
95,"All other diseases (Residual)","F65",2022-02-02
95,"All other diseases (Residual)","F66",2022-02-02
95,"All other diseases (Residual)","F67",2022-02-02
95,"All other diseases (Residual)","F68",2022-02-02
95,"All other diseases (Residual)","F69",2022-02-02
95,"All other diseases (Residual)","F70",2022-02-02
95,"All other diseases (Residual)","F71",2022-02-02
95,"All other diseases (Residual)","F72",2022-02-02
95,"All other diseases (Residual)","F73",2022-02-02
95,"All other diseases (Residual)","F74",2022-02-02
95,"All other diseases (Residual)","F75",2022-02-02
95,"All other diseases (Residual)","F76",2022-02-02
95,"All other diseases (Residual)","F77",2022-02-02
95,"All other diseases (Residual)","F78",2022-02-02
95,"All other diseases (Residual)","F79",2022-02-02
95,"All other diseases (Residual)","F80",2022-02-02
95,"All other diseases (Residual)","F81",2022-02-02
95,"All other diseases (Residual)","F82",2022-02-02
95,"All other diseases (Residual)","F83",2022-02-02
95,"All other diseases (Residual)","F84",2022-02-02
95,"All other diseases (Residual)","F85",2022-02-02
95,"All other diseases (Residual)","F86",2022-02-02
95,"All other diseases (Residual)","F87",2022-02-02
95,"All other diseases (Residual)","F88",2022-02-02
95,"All other diseases (Residual)","F89",2022-02-02
95,"All other diseases (Residual)","F90",2022-02-02
95,"All other diseases (Residual)","F91",2022-02-02
95,"All other diseases (Residual)","F92",2022-02-02
95,"All other diseases (Residual)","F93",2022-02-02
95,"All other diseases (Residual)","F94",2022-02-02
95,"All other diseases (Residual)","F95",2022-02-02
95,"All other diseases (Residual)","F96",2022-02-02
95,"All other diseases (Residual)","F97",2022-02-02
95,"All other diseases (Residual)","F98",2022-02-02
95,"All other diseases (Residual)","F99",2022-02-02
95,"All other diseases (Residual)","G01",2022-02-02
95,"All other diseases (Residual)","G02",2022-02-02
95,"All other diseases (Residual)","G04",2022-02-02
95,"All other diseases (Residual)","G05",2022-02-02
95,"All other diseases (Residual)","G06",2022-02-02
95,"All other diseases (Residual)","G07",2022-02-02
95,"All other diseases (Residual)","G08",2022-02-02
95,"All other diseases (Residual)","G09",2022-02-02
95,"All other diseases (Residual)","G10",2022-02-02
95,"All other diseases (Residual)","G11",2022-02-02
95,"All other diseases (Residual)","G12",2022-02-02
95,"All other diseases (Residual)","G13",2022-02-02
95,"All other diseases (Residual)","G14",2022-02-02
95,"All other diseases (Residual)","G15",2022-02-02
95,"All other diseases (Residual)","G16",2022-02-02
95,"All other diseases (Residual)","G17",2022-02-02
95,"All other diseases (Residual)","G18",2022-02-02
95,"All other diseases (Residual)","G19",2022-02-02
95,"All other diseases (Residual)","G22",2022-02-02
95,"All other diseases (Residual)","G23",2022-02-02
95,"All other diseases (Residual)","G24",2022-02-02
95,"All other diseases (Residual)","G25",2022-02-02
95,"All other diseases (Residual)","G26",2022-02-02
95,"All other diseases (Residual)","G27",2022-02-02
95,"All other diseases (Residual)","G28",2022-02-02
95,"All other diseases (Residual)","G29",2022-02-02
95,"All other diseases (Residual)","G31",2022-02-02
95,"All other diseases (Residual)","G32",2022-02-02
95,"All other diseases (Residual)","G33",2022-02-02
95,"All other diseases (Residual)","G34",2022-02-02
95,"All other diseases (Residual)","G35",2022-02-02
95,"All other diseases (Residual)","G36",2022-02-02
95,"All other diseases (Residual)","G37",2022-02-02
95,"All other diseases (Residual)","G38",2022-02-02
95,"All other diseases (Residual)","G39",2022-02-02
95,"All other diseases (Residual)","G40",2022-02-02
95,"All other diseases (Residual)","G41",2022-02-02
95,"All other diseases (Residual)","G42",2022-02-02
95,"All other diseases (Residual)","G43",2022-02-02
95,"All other diseases (Residual)","G44",2022-02-02
95,"All other diseases (Residual)","G45",2022-02-02
95,"All other diseases (Residual)","G46",2022-02-02
95,"All other diseases (Residual)","G47",2022-02-02
95,"All other diseases (Residual)","G48",2022-02-02
95,"All other diseases (Residual)","G49",2022-02-02
95,"All other diseases (Residual)","G50",2022-02-02
95,"All other diseases (Residual)","G51",2022-02-02
95,"All other diseases (Residual)","G52",2022-02-02
95,"All other diseases (Residual)","G53",2022-02-02
95,"All other diseases (Residual)","G54",2022-02-02
95,"All other diseases (Residual)","G55",2022-02-02
95,"All other diseases (Residual)","G56",2022-02-02
95,"All other diseases (Residual)","G57",2022-02-02
95,"All other diseases (Residual)","G58",2022-02-02
95,"All other diseases (Residual)","G59",2022-02-02
95,"All other diseases (Residual)","G60",2022-02-02
95,"All other diseases (Residual)","G61",2022-02-02
95,"All other diseases (Residual)","G62",2022-02-02
95,"All other diseases (Residual)","G63",2022-02-02
95,"All other diseases (Residual)","G64",2022-02-02
95,"All other diseases (Residual)","G65",2022-02-02
95,"All other diseases (Residual)","G66",2022-02-02
95,"All other diseases (Residual)","G67",2022-02-02
95,"All other diseases (Residual)","G68",2022-02-02
95,"All other diseases (Residual)","G69",2022-02-02
95,"All other diseases (Residual)","G70",2022-02-02
95,"All other diseases (Residual)","G71",2022-02-02
95,"All other diseases (Residual)","G72",2022-02-02
95,"All other diseases (Residual)","G73",2022-02-02
95,"All other diseases (Residual)","G74",2022-02-02
95,"All other diseases (Residual)","G75",2022-02-02
95,"All other diseases (Residual)","G76",2022-02-02
95,"All other diseases (Residual)","G77",2022-02-02
