"group","code","major","minor","broad","detailed","title","major.title","minor.title","broad.title","detailed.title","notes","uploaded"
"Broad","25-2010","25-0000","25-2000","25-2010",NA,"Preschool and Kindergarten Teachers","Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Preschool and Kindergarten Teachers",NA,NA,2022-02-02
"Detailed","25-2011","25-0000","25-2000","25-2010","25-2011","Preschool Teachers, Except Special Education","Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Preschool and Kindergarten Teachers","Preschool Teachers, Except Special Education",NA,2022-02-02
"Detailed","25-2012","25-0000","25-2000","25-2010","25-2012","Kindergarten Teachers, Except Special Education","Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Preschool and Kindergarten Teachers","Kindergarten Teachers, Except Special Education",NA,2022-02-02
"Broad","25-2020","25-0000","25-2000","25-2020",NA,"Elementary and Middle School Teachers","Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Elementary and Middle School Teachers",NA,NA,2022-02-02
"Detailed","25-2021","25-0000","25-2000","25-2020","25-2021","Elementary School Teachers, Except Special Education","Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Elementary and Middle School Teachers","Elementary School Teachers, Except Special Education",NA,2022-02-02
"Detailed","25-2022","25-0000","25-2000","25-2020","25-2022","Middle School Teachers, Except Special and Career/Technical Education","Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Elementary and Middle School Teachers","Middle School Teachers, Except Special and Career/Technical Education",NA,2022-02-02
"Detailed","25-2023","25-0000","25-2000","25-2020","25-2023","Career/Technical Education Teachers, Middle School","Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Elementary and Middle School Teachers","Career/Technical Education Teachers, Middle School",NA,2022-02-02
"Broad","25-2030","25-0000","25-2000","25-2030",NA,"Secondary School Teachers","Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Secondary School Teachers",NA,NA,2022-02-02
"Detailed","25-2031","25-0000","25-2000","25-2030","25-2031","Secondary School Teachers, Except Special and Career/Technical Education","Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Secondary School Teachers","Secondary School Teachers, Except Special and Career/Technical Education",NA,2022-02-02
"Detailed","25-2032","25-0000","25-2000","25-2030","25-2032","Career/Technical Education Teachers, Secondary School","Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Secondary School Teachers","Career/Technical Education Teachers, Secondary School",NA,2022-02-02
"Broad","25-2050","25-0000","25-2000","25-2050",NA,"Special Education Teachers","Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Special Education Teachers",NA,NA,2022-02-02
"Detailed","25-2051","25-0000","25-2000","25-2050","25-2051","Special Education Teachers, Preschool","Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Special Education Teachers","Special Education Teachers, Preschool",NA,2022-02-02
"Detailed","25-2052","25-0000","25-2000","25-2050","25-2052","Special Education Teachers, Kindergarten and Elementary School","Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Special Education Teachers","Special Education Teachers, Kindergarten and Elementary School",NA,2022-02-02
"Detailed","25-2053","25-0000","25-2000","25-2050","25-2053","Special Education Teachers, Middle School","Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Special Education Teachers","Special Education Teachers, Middle School",NA,2022-02-02
"Detailed","25-2054","25-0000","25-2000","25-2050","25-2054","Special Education Teachers, Secondary School","Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Special Education Teachers","Special Education Teachers, Secondary School",NA,2022-02-02
"Detailed","25-2059","25-0000","25-2000","25-2050","25-2059","Special Education Teachers, All Other","Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Special Education Teachers","Special Education Teachers, All Other",NA,2022-02-02
"Minor","25-3000","25-0000","25-3000",NA,NA,"Other Teachers and Instructors","Education, Training, and Library Occupations","Other Teachers and Instructors",NA,NA,NA,2022-02-02
"Broad","25-3010","25-0000","25-3000","25-3010",NA,"Adult Basic and Secondary Education and Literacy Teachers and Instructors","Education, Training, and Library Occupations","Other Teachers and Instructors","Adult Basic and Secondary Education and Literacy Teachers and Instructors",NA,NA,2022-02-02
"Detailed","25-3011","25-0000","25-3000","25-3010","25-3011","Adult Basic and Secondary Education and Literacy Teachers and Instructors","Education, Training, and Library Occupations","Other Teachers and Instructors","Adult Basic and Secondary Education and Literacy Teachers and Instructors","Adult Basic and Secondary Education and Literacy Teachers and Instructors",NA,2022-02-02
"Broad","25-3020","25-0000","25-3000","25-3020",NA,"Self-Enrichment Education Teachers","Education, Training, and Library Occupations","Other Teachers and Instructors","Self-Enrichment Education Teachers",NA,NA,2022-02-02
"Detailed","25-3021","25-0000","25-3000","25-3020","25-3021","Self-Enrichment Education Teachers","Education, Training, and Library Occupations","Other Teachers and Instructors","Self-Enrichment Education Teachers","Self-Enrichment Education Teachers",NA,2022-02-02
"Broad","25-3090","25-0000","25-3000","25-3090",NA,"Miscellaneous Teachers and Instructors","Education, Training, and Library Occupations","Other Teachers and Instructors","Miscellaneous Teachers and Instructors",NA,NA,2022-02-02
"Detailed","25-3099","25-0000","25-3000","25-3090","25-3099","Teachers and Instructors, All Other","Education, Training, and Library Occupations","Other Teachers and Instructors","Miscellaneous Teachers and Instructors","Teachers and Instructors, All Other",NA,2022-02-02
"Minor","25-4000","25-0000","25-4000",NA,NA,"Librarians, Curators, and Archivists","Education, Training, and Library Occupations","Librarians, Curators, and Archivists",NA,NA,NA,2022-02-02
"Broad","25-4010","25-0000","25-4000","25-4010",NA,"Archivists, Curators, and Museum Technicians","Education, Training, and Library Occupations","Librarians, Curators, and Archivists","Archivists, Curators, and Museum Technicians",NA,NA,2022-02-02
"Detailed","25-4011","25-0000","25-4000","25-4010","25-4011","Archivists","Education, Training, and Library Occupations","Librarians, Curators, and Archivists","Archivists, Curators, and Museum Technicians","Archivists",NA,2022-02-02
"Detailed","25-4012","25-0000","25-4000","25-4010","25-4012","Curators","Education, Training, and Library Occupations","Librarians, Curators, and Archivists","Archivists, Curators, and Museum Technicians","Curators",NA,2022-02-02
"Detailed","25-4013","25-0000","25-4000","25-4010","25-4013","Museum Technicians and Conservators","Education, Training, and Library Occupations","Librarians, Curators, and Archivists","Archivists, Curators, and Museum Technicians","Museum Technicians and Conservators",NA,2022-02-02
"Broad","25-4020","25-0000","25-4000","25-4020",NA,"Librarians","Education, Training, and Library Occupations","Librarians, Curators, and Archivists","Librarians",NA,NA,2022-02-02
"Detailed","25-4021","25-0000","25-4000","25-4020","25-4021","Librarians","Education, Training, and Library Occupations","Librarians, Curators, and Archivists","Librarians","Librarians",NA,2022-02-02
"Broad","25-4030","25-0000","25-4000","25-4030",NA,"Library Technicians","Education, Training, and Library Occupations","Librarians, Curators, and Archivists","Library Technicians",NA,NA,2022-02-02
"Detailed","25-4031","25-0000","25-4000","25-4030","25-4031","Library Technicians","Education, Training, and Library Occupations","Librarians, Curators, and Archivists","Library Technicians","Library Technicians",NA,2022-02-02
"Minor","25-9000","25-0000","25-9000",NA,NA,"Other Education, Training, and Library Occupations","Education, Training, and Library Occupations","Other Education, Training, and Library Occupations",NA,NA,NA,2022-02-02
"Broad","25-9010","25-0000","25-9000","25-9010",NA,"Audio-Visual and Multimedia Collections Specialists","Education, Training, and Library Occupations","Other Education, Training, and Library Occupations","Audio-Visual and Multimedia Collections Specialists",NA,NA,2022-02-02
"Detailed","25-9011","25-0000","25-9000","25-9010","25-9011","Audio-Visual and Multimedia Collections Specialists","Education, Training, and Library Occupations","Other Education, Training, and Library Occupations","Audio-Visual and Multimedia Collections Specialists","Audio-Visual and Multimedia Collections Specialists",NA,2022-02-02
"Broad","25-9020","25-0000","25-9000","25-9020",NA,"Farm and Home Management Advisors","Education, Training, and Library Occupations","Other Education, Training, and Library Occupations","Farm and Home Management Advisors",NA,NA,2022-02-02
"Detailed","25-9021","25-0000","25-9000","25-9020","25-9021","Farm and Home Management Advisors","Education, Training, and Library Occupations","Other Education, Training, and Library Occupations","Farm and Home Management Advisors","Farm and Home Management Advisors",NA,2022-02-02
"Broad","25-9030","25-0000","25-9000","25-9030",NA,"Instructional Coordinators","Education, Training, and Library Occupations","Other Education, Training, and Library Occupations","Instructional Coordinators",NA,NA,2022-02-02
"Detailed","25-9031","25-0000","25-9000","25-9030","25-9031","Instructional Coordinators","Education, Training, and Library Occupations","Other Education, Training, and Library Occupations","Instructional Coordinators","Instructional Coordinators",NA,2022-02-02
"Broad","25-9040","25-0000","25-9000","25-9040",NA,"Teacher Assistants","Education, Training, and Library Occupations","Other Education, Training, and Library Occupations","Teacher Assistants",NA,NA,2022-02-02
"Detailed","25-9041","25-0000","25-9000","25-9040","25-9041","Teacher Assistants","Education, Training, and Library Occupations","Other Education, Training, and Library Occupations","Teacher Assistants","Teacher Assistants",NA,2022-02-02
"Broad","25-9090","25-0000","25-9000","25-9090",NA,"Miscellaneous Education, Training, and Library Workers","Education, Training, and Library Occupations","Other Education, Training, and Library Occupations","Miscellaneous Education, Training, and Library Workers",NA,NA,2022-02-02
"Detailed","25-9099","25-0000","25-9000","25-9090","25-9099","Education, Training, and Library Workers, All Other","Education, Training, and Library Occupations","Other Education, Training, and Library Occupations","Miscellaneous Education, Training, and Library Workers","Education, Training, and Library Workers, All Other",NA,2022-02-02
"Major","27-0000","27-0000",NA,NA,NA,"Arts, Design, Entertainment, Sports, and Media Occupations","Arts, Design, Entertainment, Sports, and Media Occupations",NA,NA,NA,NA,2022-02-02
"Minor","27-1000","27-0000","27-1000",NA,NA,"Art and Design Workers","Arts, Design, Entertainment, Sports, and Media Occupations","Art and Design Workers",NA,NA,NA,2022-02-02
"Broad","27-1010","27-0000","27-1000","27-1010",NA,"Artists and Related Workers","Arts, Design, Entertainment, Sports, and Media Occupations","Art and Design Workers","Artists and Related Workers",NA,NA,2022-02-02
