"group","code","major","minor","broad","detailed","title","major.title","minor.title","broad.title","detailed.title","uploaded"
"Broad","27-2090","27-0000","27-2000","27-2090",NA,"Miscellaneous Entertainers and Performers, Sports and Related Workers","Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Miscellaneous Entertainers and Performers, Sports and Related Workers",NA,2022-02-02
"Detailed","27-2091","27-0000","27-2000","27-2090","27-2091","Disc Jockeys, Except Radio","Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Miscellaneous Entertainers and Performers, Sports and Related Workers","Disc Jockeys, Except Radio",2022-02-02
"Detailed","27-2099","27-0000","27-2000","27-2090","27-2099","Entertainers and Performers, Sports and Related Workers, All Other","Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Miscellaneous Entertainers and Performers, Sports and Related Workers","Entertainers and Performers, Sports and Related Workers, All Other",2022-02-02
"Minor","27-3000","27-0000","27-3000",NA,NA,"Media and Communication Workers","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers",NA,NA,2022-02-02
"Broad","27-3010","27-0000","27-3000","27-3010",NA,"Broadcast Announcers and Radio Disc Jockeys","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","Broadcast Announcers and Radio Disc Jockeys",NA,2022-02-02
"Detailed","27-3011","27-0000","27-3000","27-3010","27-3011","Broadcast Announcers and Radio Disc Jockeys","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","Broadcast Announcers and Radio Disc Jockeys","Broadcast Announcers and Radio Disc Jockeys",2022-02-02
"Broad","27-3020","27-0000","27-3000","27-3020",NA,"News Analysts, Reporters and Journalists","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","News Analysts, Reporters and Journalists",NA,2022-02-02
"Detailed","27-3023","27-0000","27-3000","27-3020","27-3023","News Analysts, Reporters, and Journalists","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","News Analysts, Reporters and Journalists","News Analysts, Reporters, and Journalists",2022-02-02
"Broad","27-3030","27-0000","27-3000","27-3030",NA,"Public Relations Specialists","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","Public Relations Specialists",NA,2022-02-02
"Detailed","27-3031","27-0000","27-3000","27-3030","27-3031","Public Relations Specialists","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","Public Relations Specialists","Public Relations Specialists",2022-02-02
"Broad","27-3040","27-0000","27-3000","27-3040",NA,"Writers and Editors","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","Writers and Editors",NA,2022-02-02
"Detailed","27-3041","27-0000","27-3000","27-3040","27-3041","Editors","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","Writers and Editors","Editors",2022-02-02
"Detailed","27-3042","27-0000","27-3000","27-3040","27-3042","Technical Writers","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","Writers and Editors","Technical Writers",2022-02-02
"Detailed","27-3043","27-0000","27-3000","27-3040","27-3043","Writers and Authors","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","Writers and Editors","Writers and Authors",2022-02-02
"Broad","27-3090","27-0000","27-3000","27-3090",NA,"Miscellaneous Media and Communication Workers","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","Miscellaneous Media and Communication Workers",NA,2022-02-02
"Detailed","27-3091","27-0000","27-3000","27-3090","27-3091","Interpreters and Translators","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","Miscellaneous Media and Communication Workers","Interpreters and Translators",2022-02-02
"Detailed","27-3092","27-0000","27-3000","27-3090","27-3092","Court Reporters and Simultaneous Captioners","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","Miscellaneous Media and Communication Workers","Court Reporters and Simultaneous Captioners",2022-02-02
"Detailed","27-3099","27-0000","27-3000","27-3090","27-3099","Media and Communication Workers, All Other","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","Miscellaneous Media and Communication Workers","Media and Communication Workers, All Other",2022-02-02
"Minor","27-4000","27-0000","27-4000",NA,NA,"Media and Communication Equipment Workers","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers",NA,NA,2022-02-02
"Broad","27-4010","27-0000","27-4000","27-4010",NA,"Broadcast, Sound, and Lighting Technicians","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers","Broadcast, Sound, and Lighting Technicians",NA,2022-02-02
"Detailed","27-4011","27-0000","27-4000","27-4010","27-4011","Audio and Video Technicians","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers","Broadcast, Sound, and Lighting Technicians","Audio and Video Technicians",2022-02-02
"Detailed","27-4012","27-0000","27-4000","27-4010","27-4012","Broadcast Technicians","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers","Broadcast, Sound, and Lighting Technicians","Broadcast Technicians",2022-02-02
"Detailed","27-4014","27-0000","27-4000","27-4010","27-4014","Sound Engineering Technicians","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers","Broadcast, Sound, and Lighting Technicians","Sound Engineering Technicians",2022-02-02
"Detailed","27-4015","27-0000","27-4000","27-4010","27-4015","Lighting Technicians","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers","Broadcast, Sound, and Lighting Technicians","Lighting Technicians",2022-02-02
"Broad","27-4020","27-0000","27-4000","27-4020",NA,"Photographers","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers","Photographers",NA,2022-02-02
"Detailed","27-4021","27-0000","27-4000","27-4020","27-4021","Photographers","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers","Photographers","Photographers",2022-02-02
"Broad","27-4030","27-0000","27-4000","27-4030",NA,"Television, Video, and Film Camera Operators and Editors","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers","Television, Video, and Film Camera Operators and Editors",NA,2022-02-02
"Detailed","27-4031","27-0000","27-4000","27-4030","27-4031","Camera Operators, Television, Video, and Film","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers","Television, Video, and Film Camera Operators and Editors","Camera Operators, Television, Video, and Film",2022-02-02
"Detailed","27-4032","27-0000","27-4000","27-4030","27-4032","Film and Video Editors","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers","Television, Video, and Film Camera Operators and Editors","Film and Video Editors",2022-02-02
"Broad","27-4090","27-0000","27-4000","27-4090",NA,"Miscellaneous Media and Communication Equipment Workers","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers","Miscellaneous Media and Communication Equipment Workers",NA,2022-02-02
"Detailed","27-4099","27-0000","27-4000","27-4090","27-4099","Media and Communication Equipment Workers, All Other","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers","Miscellaneous Media and Communication Equipment Workers","Media and Communication Equipment Workers, All Other",2022-02-02
"Major","29-0000","29-0000",NA,NA,NA,"Healthcare Practitioners and Technical Occupations","Healthcare Practitioners and Technical Occupations",NA,NA,NA,2022-02-02
"Minor","29-1000","29-0000","29-1000",NA,NA,"Healthcare Diagnosing or Treating Practitioners","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners",NA,NA,2022-02-02
"Broad","29-1010","29-0000","29-1000","29-1010",NA,"Chiropractors","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Chiropractors",NA,2022-02-02
"Detailed","29-1011","29-0000","29-1000","29-1010","29-1011","Chiropractors","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Chiropractors","Chiropractors",2022-02-02
"Broad","29-1020","29-0000","29-1000","29-1020",NA,"Dentists","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Dentists",NA,2022-02-02
"Detailed","29-1021","29-0000","29-1000","29-1020","29-1021","Dentists, General","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Dentists","Dentists, General",2022-02-02
"Detailed","29-1022","29-0000","29-1000","29-1020","29-1022","Oral and Maxillofacial Surgeons","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Dentists","Oral and Maxillofacial Surgeons",2022-02-02
"Detailed","29-1023","29-0000","29-1000","29-1020","29-1023","Orthodontists","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Dentists","Orthodontists",2022-02-02
"Detailed","29-1024","29-0000","29-1000","29-1020","29-1024","Prosthodontists","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Dentists","Prosthodontists",2022-02-02
"Detailed","29-1029","29-0000","29-1000","29-1020","29-1029","Dentists, All Other Specialists","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Dentists","Dentists, All Other Specialists",2022-02-02
"Broad","29-1030","29-0000","29-1000","29-1030",NA,"Dietitians and Nutritionists","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Dietitians and Nutritionists",NA,2022-02-02
"Detailed","29-1031","29-0000","29-1000","29-1030","29-1031","Dietitians and Nutritionists","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Dietitians and Nutritionists","Dietitians and Nutritionists",2022-02-02
"Broad","29-1040","29-0000","29-1000","29-1040",NA,"Optometrists","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Optometrists",NA,2022-02-02
"Detailed","29-1041","29-0000","29-1000","29-1040","29-1041","Optometrists","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Optometrists","Optometrists",2022-02-02
"Broad","29-1050","29-0000","29-1000","29-1050",NA,"Pharmacists","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Pharmacists",NA,2022-02-02
